                                      Name,   Cultivar,Management,ZoneName,Clock.Today,Wheat.Phenology.DaysAfterSowing,Wheat.Phenology.ThermalTime,Wheat.Phenology.AccumulateThermalTime,Wheat.Phenology.CurrentPhaseName,Wheat.Phenology.CurrentStageName,Wheat.Phenology.Stage,Wheat.Structure.MainStemPrimordiaNo,Wheat.Structure.MainStemNodeNo,Wheat.Structure.PlantTotalNodeNo,Wheat.Structure.InitialiseStage,Wheat.Structure.MainStemFinalNodeNumber,Wheat.Structure.BranchNumber,Wheat.Structure.RemainingNodeNo,Wheat.Structure.DeltaNodeNumber,Wheat.Structure.ProportionBranchMortality,Wheat.Structure.ProportionPlantMortality,Wheat.Structure.BranchingRate,Wheat.Structure.BranchMortality,Wheat.Structure.PrimaryBudNo,Wheat.Structure.PrimaryBudTotalNodeNo,Wheat.Structure.MainStemPopn,Wheat.Structure.TotalStemPopn,Wheat.Structure.MeanTillerGrowthRate,  Wheat.Arbitrator.FN,Wheat.Arbitrator.DMSupply,Wheat.Leaf.CohortAge1:10(1),Wheat.Leaf.CohortAge1:10(2),Wheat.Leaf.CohortAge1:10(3),Wheat.Leaf.CohortAge1:10(4),Wheat.Leaf.CohortAge1:10(5),Wheat.Leaf.CohortAge1:10(6),Wheat.Leaf.CohortAge1:10(7),Wheat.Leaf.CohortAge1:10(8),Wheat.Leaf.CohortAge1:10(9),Wheat.Leaf.CohortAge1:10(10),Wheat.Leaf.AppearedCohortNo,Wheat.Leaf.InitialisedCohortNo,Wheat.Leaf.ExpandingCohortNo,Wheat.Leaf.GreenCohortNo,Wheat.Leaf.SenescingCohortNo,Wheat.Leaf.DeadCohortNo,Wheat.Leaf.PlantAppearedGreenLeafNo,Wheat.Leaf.PlantAppearedLeafNo,Wheat.Leaf.PlantsenescedLeafNo,Wheat.Leaf.LAI,Wheat.Leaf.LAIDead,Wheat.Leaf.LAITotal,Wheat.Leaf.CoverDead,Wheat.Leaf.CoverGreen,Wheat.Leaf.CoverTotal
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-08-30,                            101,                     16.850,                             1517.453,                GrainDevelopment,                               ?,                6.400,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.130,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                2.278,                   23.792,                   1441.445,                   1334.173,                   1253.773,                   1159.473,                   1062.323,                    966.523,                    855.073,                    747.073,                    617.573,                     489.923,                     10.853,                        11.000,                       0.000,                   3.853,                       8.000,                  7.000,                              7.877,                        15.116,                         7.239,         5.290,             5.528,             10.818,               0.810,                0.929,                0.986
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-08-31,                            102,                     15.200,                             1532.653,                GrainDevelopment,                               ?,                6.526,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.117,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                1.789,                   30.074,                   1456.645,                   1349.373,                   1268.973,                   1174.673,                   1077.523,                    981.723,                    870.273,                    762.273,                    632.773,                     505.123,                     10.853,                        11.000,                       0.000,                   3.853,                       8.000,                  7.000,                              7.877,                        15.116,                         7.239,         5.182,             5.636,             10.818,               0.816,                0.925,                0.986
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-01,                            103,                     15.700,                             1548.353,                GrainDevelopment,                               ?,                6.657,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.121,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.004,                1.368,                   27.552,                   1472.345,                   1365.073,                   1284.673,                   1190.373,                   1093.223,                    997.423,                    885.973,                    777.973,                    648.473,                     520.823,                     10.853,                        11.000,                       0.000,                   3.853,                       8.000,                  7.000,                              7.877,                        15.116,                         7.239,         5.086,             5.733,             10.818,               0.821,                0.921,                0.986
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-02,                            104,                     15.000,                             1563.353,                GrainDevelopment,                               ?,                6.782,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.115,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.004,                1.171,                   21.231,                   1487.345,                   1380.073,                   1299.673,                   1205.373,                   1108.223,                   1012.423,                    900.973,                    792.973,                    663.473,                     535.823,                     10.853,                        11.000,                       0.000,                   3.853,                       8.000,                  7.000,                              7.877,                        15.116,                         7.239,         4.997,             5.821,             10.818,               0.826,                0.918,                0.986
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-03,                            105,                     17.800,                             1581.153,                GrainDevelopment,                               ?,                6.930,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.137,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.004,                1.077,                   26.119,                   1505.145,                   1397.873,                   1317.473,                   1223.173,                   1126.023,                   1030.223,                    918.773,                    810.773,                    681.273,                     553.623,                     10.853,                        11.000,                       0.000,                   3.853,                       8.000,                  7.000,                              7.877,                        15.116,                         7.239,         4.749,             6.070,             10.818,               0.838,                0.907,                0.985
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-04,                            106,                     18.200,                             1599.353,                    GrainFilling,                  StartGrainFill,                7.018,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.140,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.004,                2.791,                   21.623,                   1523.345,                   1416.073,                   1335.673,                   1241.373,                   1144.223,                   1048.423,                    936.973,                    828.973,                    699.473,                     571.823,                     10.853,                        11.000,                       0.000,                   3.853,                       8.000,                  7.000,                              7.877,                        15.116,                         7.239,         4.523,             6.296,             10.818,               0.849,                0.896,                0.984
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-05,                            107,                     16.600,                             1615.953,                    GrainFilling,                               ?,                7.049,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.128,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.004,                2.835,                   22.614,                   1539.945,                   1432.673,                   1352.273,                   1257.973,                   1160.823,                   1065.023,                    953.573,                    845.573,                    716.073,                     588.423,                     10.853,                        11.000,                       0.000,                   3.853,                       9.000,                  7.000,                              7.877,                        15.116,                         7.239,         4.330,             6.488,             10.818,               0.857,                0.885,                0.984
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-06,                            108,                     17.450,                             1633.403,                    GrainFilling,                               ?,                7.081,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.134,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                2.336,                   15.315,                   1557.395,                   1450.123,                   1369.723,                   1275.423,                   1178.273,                   1082.473,                    971.023,                    863.023,                    733.523,                     605.873,                     10.853,                        11.000,                       0.000,                   3.853,                       9.000,                  7.000,                              7.877,                        15.116,                         7.239,         4.153,             6.666,             10.818,               0.865,                0.875,                0.983
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-07,                            109,                     18.000,                             1651.403,                    GrainFilling,                               ?,                7.114,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.138,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                1.915,                   20.707,                   1575.395,                   1468.123,                   1387.723,                   1293.423,                   1196.273,                   1100.473,                    989.023,                    881.023,                    751.523,                     623.873,                     10.853,                        11.000,                       0.000,                   3.853,                       9.000,                  7.000,                              7.877,                        15.116,                         7.239,         3.984,             6.834,             10.818,               0.871,                0.864,                0.982
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-08,                            110,                     18.372,                             1669.775,                    GrainFilling,                               ?,                7.147,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.141,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                1.516,                   17.656,                   1593.767,                   1486.496,                   1406.096,                   1311.796,                   1214.646,                   1118.846,                   1007.396,                    899.396,                    769.896,                     642.246,                     10.853,                        11.000,                       0.000,                   3.853,                       9.000,                  7.000,                              7.877,                        15.116,                         7.239,         3.823,             6.995,             10.818,               0.877,                0.852,                0.982
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-09,                            111,                     16.750,                             1686.525,                    GrainFilling,                               ?,                7.178,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.129,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                1.389,                   22.422,                   1610.517,                   1503.246,                   1422.846,                   1328.546,                   1231.396,                   1135.596,                   1024.146,                    916.146,                    786.646,                     658.996,                     10.853,                        11.000,                       0.000,                   3.853,                       9.000,                  7.000,                              7.877,                        15.116,                         7.239,         3.675,             7.143,             10.818,               0.883,                0.841,                0.981
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-10,                            112,                     15.600,                             1702.125,                    GrainFilling,                               ?,                7.207,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.120,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                1.149,                   22.068,                   1626.117,                   1518.846,                   1438.446,                   1344.146,                   1246.996,                   1151.196,                   1039.746,                    931.746,                    802.246,                     674.596,                     10.853,                        11.000,                       0.000,                   3.853,                       9.000,                  7.000,                              7.877,                        15.116,                         7.239,         3.539,             7.280,             10.818,               0.887,                0.830,                0.981
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-11,                            113,                     15.300,                             1717.425,                    GrainFilling,                               ?,                7.235,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.118,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                0.860,                   13.386,                   1641.417,                   1534.146,                   1453.746,                   1359.446,                   1262.296,                   1166.496,                   1055.046,                    947.046,                    817.546,                     689.896,                     10.853,                        11.000,                       0.000,                   3.853,                       9.000,                  7.000,                              7.877,                        15.116,                         7.239,         3.410,             7.408,             10.818,               0.892,                0.818,                0.980
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-12,                            114,                     18.250,                             1735.675,                    GrainFilling,                               ?,                7.268,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.140,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                0.520,                   15.998,                   1659.667,                   1552.396,                   1471.996,                   1377.696,                   1280.546,                   1184.746,                   1073.296,                    965.296,                    835.796,                     708.146,                     10.853,                        11.000,                       0.000,                   3.853,                      10.000,                  7.000,                              7.877,                        15.116,                         7.239,         3.268,             7.551,             10.818,               0.896,                0.805,                0.980
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-13,                            115,                     17.000,                             1752.675,                    GrainFilling,                               ?,                7.299,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.131,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.003,                0.393,                   16.701,                   1676.667,                   1569.396,                   1488.996,                   1394.696,                   1297.546,                   1201.746,                   1090.296,                    982.296,                    852.796,                     725.146,                     10.853,                        11.000,                       0.000,                   3.853,                      10.000,                  7.000,                              7.877,                        15.116,                         7.239,         3.082,             7.736,             10.818,               0.902,                0.786,                0.979
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-14,                            116,                     16.999,                             1769.674,                    GrainFilling,                               ?,                7.331,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.131,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.002,                0.299,                   14.187,                   1693.666,                   1586.394,                   1505.994,                   1411.694,                   1314.544,                   1218.744,                   1107.294,                    999.294,                    869.794,                     742.144,                     10.853,                        11.000,                       0.000,                   3.853,                      10.000,                  7.000,                              7.877,                        15.116,                         7.239,         2.902,             7.916,             10.818,               0.907,                0.766,                0.978
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-15,                            117,                     17.986,                             1787.660,                    GrainFilling,                               ?,                7.364,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.138,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.002,                0.237,                   12.834,                   1711.652,                   1604.380,                   1523.980,                   1429.680,                   1332.530,                   1236.730,                   1125.280,                   1017.280,                    887.780,                     760.130,                     10.853,                        11.000,                       0.000,                   3.853,                      10.000,                  7.000,                              7.877,                        15.116,                         7.239,         2.718,             8.101,             10.818,               0.912,                0.743,                0.977
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-16,                            118,                     17.061,                             1804.721,                    GrainFilling,                               ?,                7.395,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.131,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.002,                0.208,                   10.306,                   1728.713,                   1621.442,                   1541.042,                   1446.742,                   1349.592,                   1253.792,                   1142.342,                   1034.342,                    904.842,                     777.192,                     10.853,                        11.000,                       0.000,                   3.853,                      10.000,                  7.000,                              7.877,                        15.116,                         7.239,         2.543,             8.275,             10.818,               0.916,                0.720,                0.977
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-17,                            119,                     17.350,                             1822.071,                    GrainFilling,                               ?,                7.427,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.133,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.002,                0.180,                    6.274,                   1746.063,                   1638.792,                   1558.392,                   1464.092,                   1366.942,                   1271.142,                   1159.692,                   1051.692,                    922.192,                     794.542,                     10.853,                        11.000,                       0.000,                   2.853,                      10.000,                  8.000,                              5.999,                        15.116,                         9.117,         2.411,             8.407,             10.818,               0.920,                0.701,                0.976
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-18,                            120,                     14.450,                             1836.521,                    GrainFilling,                               ?,                7.453,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.111,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.002,                0.174,                    9.791,                   1760.513,                   1653.242,                   1572.842,                   1478.542,                   1381.392,                   1285.592,                   1174.142,                   1066.142,                    936.642,                     808.992,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         2.292,             8.526,             10.818,               0.923,                0.682,                0.975
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-19,                            121,                     15.850,                             1852.371,                    GrainFilling,                               ?,                7.482,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.122,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.144,                    8.484,                   1776.363,                   1669.092,                   1588.692,                   1494.392,                   1397.242,                   1301.442,                   1189.992,                   1081.992,                    952.492,                     824.842,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         2.158,             8.661,             10.818,               0.926,                0.660,                0.975
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-20,                            122,                     17.000,                             1869.371,                    GrainFilling,                               ?,                7.514,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.131,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.125,                    7.346,                   1793.363,                   1686.092,                   1605.692,                   1511.392,                   1414.242,                   1318.442,                   1206.992,                   1098.992,                    969.492,                     841.842,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         2.014,             8.805,             10.818,               0.929,                0.635,                0.974
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-21,                            123,                     18.300,                             1887.671,                    GrainFilling,                               ?,                7.547,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.141,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.112,                    9.055,                   1811.663,                   1704.392,                   1623.992,                   1529.692,                   1432.542,                   1336.742,                   1225.292,                   1117.292,                    987.792,                     860.142,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         1.859,             8.960,             10.818,               0.932,                0.605,                0.973
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-22,                            124,                     17.717,                             1905.388,                    GrainFilling,                               ?,                7.580,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.136,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.104,                    9.636,                   1829.380,                   1722.108,                   1641.708,                   1547.408,                   1450.258,                   1354.458,                   1243.008,                   1135.008,                   1005.508,                     877.858,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         1.709,             9.110,             10.818,               0.935,                0.574,                0.972
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-23,                            125,                     16.600,                             1921.988,                    GrainFilling,                               ?,                7.610,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.128,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.095,                    8.514,                   1845.980,                   1738.708,                   1658.308,                   1564.008,                   1466.858,                   1371.058,                   1259.608,                   1151.608,                   1022.108,                     894.458,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         1.568,             9.250,             10.818,               0.938,                0.543,                0.972
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-24,                            126,                     14.650,                             1936.638,                    GrainFilling,                               ?,                7.637,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.113,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.089,                    8.200,                   1860.630,                   1753.358,                   1672.958,                   1578.658,                   1481.508,                   1385.708,                   1274.258,                   1166.258,                   1036.758,                     909.108,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         1.444,             9.374,             10.818,               0.940,                0.514,                0.971
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-25,                            127,                     14.200,                             1950.838,                    GrainFilling,                               ?,                7.663,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.109,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.081,                    6.873,                   1874.830,                   1767.558,                   1687.158,                   1592.858,                   1495.708,                   1399.908,                   1288.458,                   1180.458,                   1050.958,                     923.308,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         1.324,             9.495,             10.818,               0.942,                0.484,                0.970
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-26,                            128,                     16.400,                             1967.238,                    GrainFilling,                               ?,                7.693,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.126,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.074,                    5.996,                   1891.230,                   1783.958,                   1703.558,                   1609.258,                   1512.108,                   1416.308,                   1304.858,                   1196.858,                   1067.358,                     939.708,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         1.185,             9.633,             10.818,               0.944,                0.447,                0.969
     15TraitModCultivarhartogManagementIHN,     hartog,       IHN,   Field, 2015-09-27,                            129,                     16.550,                             1983.788,                    GrainFilling,                               ?,                7.723,                             10.853,                        10.853,                          15.116,                      Emergence,                                 10.853,                       9.000,                          0.000,                          0.127,                                    0.000,                                   0.000,                        0.000,                          0.000,                       1.000,                               15.116,                     150.000,                      403.550,                               0.001,                0.067,                    5.492,                   1907.780,                   1800.508,                   1720.108,                   1625.808,                   1528.658,                   1432.858,                   1321.408,                   1213.408,                   1083.908,                     956.258,                     10.853,                        11.000,                       0.000,                   2.853,                      11.000,                  8.000,                              5.999,                        15.116,                         9.117,         1.045,             9.774,             10.818,               0.947,                0.407,                0.968
